Lg,LDD_Dose,LDD_Energy,SD_Dose,SD_Energy,Vd,Vth,Id,SS,gm
0.18,1.00E+12,70,1.00E+14,20,0.05,0.741,4.766e-05,85.437,3.877e-05
0.18,1.00E+12,70,1.00E+14,20,1,0.914,3.241e-04,85.24,2.045e-04
0.18,1.00E+12,70,1.00E+14,30,0.05,0.713,4.700e-05,85.678,3.881e-05
0.18,1.00E+12,70,1.00E+14,30,1,0.867,3.327e-04,87.702,2.040e-04
0.18,1.00E+12,70,1.00E+14,40,0.05,0.685,4.672e-05,87.06,3.955e-05
0.18,1.00E+12,70,1.00E+14,40,1,0.825,3.440e-04,92.321,2.058e-04
0.18,1.00E+12,70,1.00E+15,10,0.05,0.739,7.067e-05,90.128,4.971e-05
0.18,1.00E+12,70,1.00E+15,10,1,0.907,3.733e-04,93.856,2.343e-04
0.18,1.00E+12,70,1.00E+15,15,0.05,0.723,7.046e-05,90.626,4.952e-05
0.18,1.00E+12,70,1.00E+15,15,1,0.884,3.782e-04,95.776,2.341e-04
0.18,1.00E+12,70,1.00E+15,20,0.05,0.707,7.068e-05,91.471,4.957e-05
0.18,1.00E+12,70,1.00E+15,20,1,0.86,3.841e-04,98.726,2.341e-04
0.18,1.00E+12,70,1.00E+15,30,0.05,0.644,7.600e-05,101.162,5.279e-05
0.18,1.00E+12,70,1.00E+15,30,1,0.755,4.159e-04,142.758,2.383e-04
0.18,1.00E+12,70,1.00E+15,40,0.05,0.483,7.627e-05,120.866,4.279e-05
0.18,1.00E+12,70,1.00E+15,40,1,0.62,4.588e-04,315.279,2.440e-04
0.18,1.00E+12,70,1.00E+16,10,0.05,0.704,8.566e-05,97.175,5.730e-05
0.18,1.00E+12,70,1.00E+16,10,1,0.825,4.088e-04,109.756,2.441e-04
0.18,1.00E+12,70,1.00E+16,15,0.05,0.688,8.423e-05,97.293,5.599e-05
0.18,1.00E+12,70,1.00E+16,15,1,0.809,4.106e-04,113.258,2.428e-04
0.18,1.00E+12,70,1.00E+16,20,0.05,0.665,8.618e-05,100.252,5.676e-05
0.18,1.00E+12,70,1.00E+16,20,1,0.774,4.208e-04,126.776,2.439e-04
0.18,1.00E+12,70,1.00E+16,30,0.05,0.468,1.185e-04,370.062,7.251e-05
0.18,1.00E+12,70,1.00E+16,30,1,0.125,6.231e-04,2559.574,2.623e-04
0.18,1.00E+12,70,1.00E+17,10,0.05,0.455,1.378e-04,340.891,8.311e-05
0.18,1.00E+12,70,1.00E+17,10,1,0.088,6.511e-04,2209.405,2.699e-04
0.18,1.00E+12,70,1.00E+17,15,0.05,0.221,1.756e-04,1358.08,9.478e-05
0.18,1.00E+12,70,1.00E+18,10,0.05,0.267,1.666e-04,1233.802,9.199e-05
0.18,1.00E+13,10,1.00E+14,10,0.05,0.778,5.432e-05,90.495,4.510e-05
0.18,1.00E+13,10,1.00E+14,10,1,0.966,3.410e-04,90.645,2.222e-04
0.18,1.00E+13,10,1.00E+14,15,0.05,0.763,5.461e-05,90.43,4.518e-05
0.18,1.00E+13,10,1.00E+14,15,1,0.941,3.474e-04,91.298,2.228e-04
0.18,1.00E+13,10,1.00E+14,20,0.05,0.75,5.476e-05,90.478,4.520e-05
0.18,1.00E+13,10,1.00E+14,20,1,0.919,3.528e-04,92.232,2.232e-04
0.18,1.00E+13,10,1.00E+14,30,0.05,0.724,5.461e-05,90.882,4.505e-05
0.18,1.00E+13,10,1.00E+14,30,1,0.876,3.622e-04,94.91,2.230e-04
0.18,1.00E+13,10,1.00E+14,40,0.05,0.689,5.464e-05,92.028,4.407e-05
0.18,1.00E+13,10,1.00E+14,40,1,0.834,3.726e-04,100.054,2.236e-04
0.18,1.00E+13,10,1.00E+15,10,0.05,0.749,7.174e-05,91.661,5.111e-05
0.18,1.00E+13,10,1.00E+15,10,1,0.912,3.757e-04,95.344,2.367e-04
0.18,1.00E+13,10,1.00E+15,15,0.05,0.734,7.189e-05,92.238,5.114e-05
0.18,1.00E+13,10,1.00E+15,15,1,0.89,3.813e-04,97.311,2.369e-04
0.18,1.00E+13,10,1.00E+15,20,0.05,0.718,7.236e-05,92.999,5.126e-05
0.18,1.00E+13,10,1.00E+15,20,1,0.865,3.877e-04,100.261,2.372e-04
0.18,1.00E+13,10,1.00E+15,30,0.05,0.647,7.746e-05,101.667,5.311e-05
0.18,1.00E+13,10,1.00E+15,30,1,0.76,4.183e-04,140.037,2.404e-04
0.18,1.00E+13,10,1.00E+15,40,0.05,0.489,7.817e-05,121.006,4.388e-05
0.18,1.00E+13,10,1.00E+15,40,1,0.625,4.619e-04,308.881,2.463e-04
0.18,1.00E+13,10,1.00E+16,10,0.05,0.713,8.524e-05,96.969,5.734e-05
0.18,1.00E+13,10,1.00E+16,10,1,0.836,4.063e-04,108.168,2.443e-04
0.18,1.00E+13,10,1.00E+16,15,0.05,0.696,8.374e-05,97.116,5.602e-05
0.18,1.00E+13,10,1.00E+16,15,1,0.821,4.085e-04,111.09,2.433e-04
0.18,1.00E+13,10,1.00E+16,20,0.05,0.672,8.588e-05,99.953,5.686e-05
0.18,1.00E+13,10,1.00E+16,20,1,0.783,4.194e-04,123.752,2.443e-04
0.18,1.00E+13,10,1.00E+16,30,0.05,0.471,1.183e-04,359.71,7.254e-05
0.18,1.00E+13,10,1.00E+16,30,1,0.138,6.193e-04,2474.255,2.622e-04
0.18,1.00E+13,10,1.00E+17,10,0.05,0.457,1.378e-04,337.53,8.322e-05
0.18,1.00E+13,10,1.00E+17,10,1,0.093,6.498e-04,2178.546,2.699e-04
0.18,1.00E+13,10,1.00E+17,15,0.05,0.223,1.756e-04,1349.466,9.493e-05
0.18,1.00E+13,10,1.00E+18,10,0.05,0.267,1.669e-04,1229.124,9.223e-05
0.18,1.00E+13,20,1.00E+14,10,0.05,0.738,5.628e-05,91.019,4.599e-05
0.18,1.00E+13,20,1.00E+14,10,1,0.914,3.556e-04,92.337,2.242e-04
0.18,1.00E+13,20,1.00E+14,15,0.05,0.729,5.618e-05,91.172,4.594e-05
0.18,1.00E+13,20,1.00E+14,15,1,0.897,3.596e-04,93.278,2.243e-04
0.18,1.00E+13,20,1.00E+14,20,0.05,0.721,5.593e-05,91.374,4.586e-05
0.18,1.00E+13,20,1.00E+14,20,1,0.88,3.630e-04,94.322,2.241e-04
0.18,1.00E+13,20,1.00E+14,30,0.05,0.703,5.554e-05,92.074,4.574e-05
0.18,1.00E+13,20,1.00E+14,30,1,0.848,3.698e-04,97.534,2.239e-04
0.18,1.00E+13,20,1.00E+14,40,0.05,0.68,5.530e-05,93.496,4.602e-05
0.18,1.00E+13,20,1.00E+14,40,1,0.813,3.783e-04,103.186,2.243e-04
0.18,1.00E+13,20,1.00E+15,10,0.05,0.731,7.291e-05,92.529,5.185e-05
0.18,1.00E+13,20,1.00E+15,10,1,0.889,3.830e-04,97.019,2.378e-04
0.18,1.00E+13,20,1.00E+15,15,0.05,0.72,7.271e-05,93.012,5.171e-05
0.18,1.00E+13,20,1.00E+15,15,1,0.873,3.868e-04,98.92,2.377e-04
0.18,1.00E+13,20,1.00E+15,20,0.05,0.708,7.293e-05,93.783,5.174e-05
0.18,1.00E+13,20,1.00E+15,20,1,0.852,3.919e-04,101.716,2.378e-04
0.18,1.00E+13,20,1.00E+15,30,0.05,0.646,7.741e-05,101.79,5.333e-05
0.18,1.00E+13,20,1.00E+15,30,1,0.758,4.193e-04,138.398,2.407e-04
0.18,1.00E+13,20,1.00E+15,40,0.05,0.487,7.808e-05,120.962,4.393e-05
0.18,1.00E+13,20,1.00E+15,40,1,0.623,4.626e-04,300.541,2.464e-04
0.18,1.00E+13,20,1.00E+16,10,0.05,0.707,8.564e-05,97.402,5.754e-05
0.18,1.00E+13,20,1.00E+16,10,1,0.829,4.090e-04,109.546,2.448e-04
0.18,1.00E+13,20,1.00E+16,15,0.05,0.693,8.405e-05,97.494,5.627e-05
0.18,1.00E+13,20,1.00E+16,15,1,0.816,4.106e-04,111.969,2.438e-04
0.18,1.00E+13,20,1.00E+16,20,0.05,0.671,8.591e-05,100.142,5.697e-05
0.18,1.00E+13,20,1.00E+16,20,1,0.782,4.205e-04,123.792,2.447e-04
0.18,1.00E+13,20,1.00E+16,30,0.05,0.476,1.175e-04,341.337,7.220e-05
0.18,1.00E+13,20,1.00E+16,30,1,0.165,6.117e-04,2321.328,2.620e-04
0.18,1.00E+13,20,1.00E+17,10,0.05,0.456,1.379e-04,338.761,8.327e-05
0.18,1.00E+13,20,1.00E+17,10,1,0.091,6.503e-04,2186.451,2.700e-04
0.18,1.00E+13,20,1.00E+17,15,0.05,0.223,1.756e-04,1348.43,9.493e-05
0.18,1.00E+13,20,1.00E+18,10,0.05,0.265,1.673e-04,1241.663,9.230e-05
0.18,1.00E+13,30,1.00E+14,10,0.05,0.712,5.679e-05,91.286,4.593e-05
0.18,1.00E+13,30,1.00E+14,10,1,0.879,3.630e-04,93.419,2.239e-04
0.18,1.00E+13,30,1.00E+14,15,0.05,0.706,5.645e-05,91.472,4.588e-05
0.18,1.00E+13,30,1.00E+14,15,1,0.866,3.654e-04,94.377,2.237e-04
0.18,1.00E+13,30,1.00E+14,20,0.05,0.699,5.625e-05,91.783,4.590e-05
0.18,1.00E+13,30,1.00E+14,20,1,0.853,3.684e-04,95.8,2.238e-04
0.18,1.00E+13,30,1.00E+14,30,0.05,0.692,5.555e-05,92.627,4.730e-05
0.18,1.00E+13,30,1.00E+14,30,1,0.824,3.740e-04,99.603,2.232e-04
0.18,1.00E+13,30,1.00E+14,40,0.05,0.664,5.516e-05,94.322,4.587e-05
0.18,1.00E+13,30,1.00E+14,40,1,0.792,3.817e-04,106.393,2.236e-04
0.18,1.00E+13,30,1.00E+15,10,0.05,0.713,7.377e-05,93.006,5.207e-05
0.18,1.00E+13,30,1.00E+15,10,1,0.867,3.889e-04,98.815,2.382e-04
0.18,1.00E+13,30,1.00E+15,15,0.05,0.704,7.335e-05,93.499,5.187e-05
0.18,1.00E+13,30,1.00E+15,15,1,0.854,3.916e-04,100.545,2.379e-04
0.18,1.00E+13,30,1.00E+15,20,0.05,0.695,7.339e-05,94.256,5.187e-05
0.18,1.00E+13,30,1.00E+15,20,1,0.837,3.956e-04,103.576,2.379e-04
0.18,1.00E+13,30,1.00E+15,30,0.05,0.647,7.742e-05,102.115,5.433e-05
0.18,1.00E+13,30,1.00E+15,30,1,0.752,4.204e-04,139.432,2.406e-04
0.18,1.00E+13,30,1.00E+15,40,0.05,0.484,7.795e-05,121.156,4.388e-05
0.18,1.00E+13,30,1.00E+15,40,1,0.619,4.630e-04,298.262,2.462e-04
0.18,1.00E+13,30,1.00E+16,10,0.05,0.696,8.641e-05,98.074,5.783e-05
0.18,1.00E+13,30,1.00E+16,10,1,0.816,4.130e-04,112.095,2.452e-04
0.18,1.00E+13,30,1.00E+16,15,0.05,0.684,8.464e-05,98.062,5.651e-05
0.18,1.00E+13,30,1.00E+16,15,1,0.805,4.138e-04,114.364,2.441e-04
0.18,1.00E+13,30,1.00E+16,20,0.05,0.665,8.626e-05,100.696,5.712e-05
0.18,1.00E+13,30,1.00E+16,20,1,0.774,4.226e-04,125.975,2.449e-04
0.18,1.00E+13,30,1.00E+16,30,0.05,0.479,1.170e-04,330.705,7.197e-05
0.18,1.00E+13,30,1.00E+16,30,1,0.181,6.070e-04,2228.901,2.618e-04
0.18,1.00E+13,30,1.00E+17,10,0.05,0.456,1.380e-04,340.575,8.330e-05
0.18,1.00E+13,30,1.00E+17,10,1,0.088,6.512e-04,2200.822,2.700e-04
0.18,1.00E+13,30,1.00E+17,15,0.05,0.223,1.756e-04,1351.713,9.494e-05
0.18,1.00E+13,30,1.00E+18,10,0.05,0.263,1.675e-04,1251.358,9.232e-05
0.18,1.00E+13,50,1.00E+14,10,0.05,0.668,5.779e-05,92.575,4.725e-05
0.18,1.00E+13,50,1.00E+14,10,1,0.813,3.758e-04,98.539,2.228e-04
0.18,1.00E+13,50,1.00E+14,15,0.05,0.665,5.717e-05,92.756,4.712e-05
0.18,1.00E+13,50,1.00E+14,15,1,0.806,3.763e-04,99.553,2.222e-04
0.18,1.00E+13,50,1.00E+14,20,0.05,0.662,5.682e-05,93.18,4.709e-05
0.18,1.00E+13,50,1.00E+14,20,1,0.798,3.782e-04,101.493,2.223e-04
0.18,1.00E+13,50,1.00E+14,30,0.05,0.651,5.553e-05,94.198,4.667e-05
0.18,1.00E+13,50,1.00E+14,30,1,0.776,3.809e-04,106.259,2.211e-04
0.18,1.00E+13,50,1.00E+14,40,0.05,0.627,5.495e-05,96.466,4.513e-05
0.18,1.00E+13,50,1.00E+14,40,1,0.749,3.877e-04,115.88,2.215e-04
0.18,1.00E+13,50,1.00E+15,10,0.05,0.671,7.571e-05,94.867,5.242e-05
0.18,1.00E+13,50,1.00E+15,10,1,0.815,4.016e-04,105.484,2.383e-04
0.18,1.00E+13,50,1.00E+15,15,0.05,0.666,7.499e-05,95.345,5.218e-05
0.18,1.00E+13,50,1.00E+15,15,1,0.808,4.030e-04,107.466,2.381e-04
0.18,1.00E+13,50,1.00E+15,20,0.05,0.66,7.475e-05,96.076,5.216e-05
0.18,1.00E+13,50,1.00E+15,20,1,0.796,4.055e-04,110.927,2.379e-04
0.18,1.00E+13,50,1.00E+15,30,0.05,0.632,7.685e-05,102.504,5.384e-05
0.18,1.00E+13,50,1.00E+15,30,1,0.738,4.218e-04,142.379,2.394e-04
0.18,1.00E+13,50,1.00E+15,40,0.05,0.47,7.818e-05,124.162,4.387e-05
0.18,1.00E+13,50,1.00E+15,40,1,0.6,4.673e-04,323.751,2.459e-04
0.18,1.00E+13,50,1.00E+16,10,0.05,0.665,8.860e-05,100.673,5.852e-05
0.18,1.00E+13,50,1.00E+16,10,1,0.776,4.242e-04,122.316,2.461e-04
0.18,1.00E+13,50,1.00E+16,15,0.05,0.656,8.653e-05,100.529,5.711e-05
0.18,1.00E+13,50,1.00E+16,15,1,0.768,4.237e-04,125.065,2.447e-04
0.18,1.00E+13,50,1.00E+16,20,0.05,0.643,8.772e-05,103.29,5.762e-05
0.18,1.00E+13,50,1.00E+16,20,1,0.745,4.305e-04,137.843,2.453e-04
0.18,1.00E+13,50,1.00E+16,30,0.05,0.48,1.165e-04,321.494,7.172e-05
0.18,1.00E+13,50,1.00E+16,30,1,0.194,6.034e-04,2146.018,2.617e-04
0.18,1.00E+13,50,1.00E+17,10,0.05,0.453,1.384e-04,348.844,8.339e-05
0.18,1.00E+13,50,1.00E+17,10,1,0.075,6.550e-04,2268.885,2.702e-04
0.18,1.00E+13,50,1.00E+17,15,0.05,0.451,1.339e-04,393.957,8.053e-05
0.18,1.00E+13,50,1.00E+17,15,1,0.03,6.618e-04,2735.448,2.680e-04
0.18,1.00E+13,50,1.00E+18,10,0.05,0.258,1.680e-04,1278.334,9.238e-05
0.18,1.00E+13,70,1.00E+14,10,0.05,0.626,5.787e-05,94.291,4.527e-05
0.18,1.00E+13,70,1.00E+14,10,1,0.768,3.821e-04,106.457,2.208e-04
0.18,1.00E+13,70,1.00E+14,15,0.05,0.625,5.725e-05,94.5,4.520e-05
0.18,1.00E+13,70,1.00E+14,15,1,0.764,3.821e-04,107.675,2.203e-04
0.18,1.00E+13,70,1.00E+14,20,0.05,0.623,5.675e-05,94.996,4.520e-05
0.18,1.00E+13,70,1.00E+14,20,1,0.758,3.834e-04,109.792,2.203e-04
0.18,1.00E+13,70,1.00E+14,30,0.05,0.615,5.522e-05,96.182,4.480e-05
0.18,1.00E+13,70,1.00E+14,30,1,0.74,3.845e-04,116.53,2.187e-04
0.18,1.00E+13,70,1.00E+14,40,0.05,0.594,5.450e-05,98.984,4.350e-05
0.18,1.00E+13,70,1.00E+14,40,1,0.716,3.907e-04,129.67,2.192e-04
0.18,1.00E+13,70,1.00E+15,10,0.05,0.64,7.687e-05,97.441,5.259e-05
0.18,1.00E+13,70,1.00E+15,10,1,0.779,4.112e-04,116.601,2.390e-04
0.18,1.00E+13,70,1.00E+15,15,0.05,0.637,7.601e-05,97.917,5.231e-05
0.18,1.00E+13,70,1.00E+15,15,1,0.772,4.119e-04,119.434,2.384e-04
0.18,1.00E+13,70,1.00E+15,20,0.05,0.632,7.564e-05,98.695,5.223e-05
0.18,1.00E+13,70,1.00E+15,20,1,0.763,4.134e-04,123.514,2.380e-04
0.18,1.00E+13,70,1.00E+15,30,0.05,0.608,7.731e-05,105.948,5.284e-05
0.18,1.00E+13,70,1.00E+15,30,1,0.714,4.276e-04,163.051,2.394e-04
0.18,1.00E+13,70,1.00E+15,40,0.05,0.451,7.827e-05,129.475,4.334e-05
0.18,1.00E+13,70,1.00E+15,40,1,0.576,4.725e-04,380.824,2.455e-04
0.18,1.00E+13,70,1.00E+16,10,0.05,0.634,9.035e-05,104.23,5.829e-05
0.18,1.00E+13,70,1.00E+16,10,1,0.742,4.344e-04,138.812,2.470e-04
0.18,1.00E+13,70,1.00E+16,15,0.05,0.627,8.806e-05,104.017,5.682e-05
0.18,1.00E+13,70,1.00E+16,15,1,0.736,4.329e-04,142.725,2.455e-04
0.18,1.00E+13,70,1.00E+16,20,0.05,0.621,8.903e-05,107.013,5.794e-05
0.18,1.00E+13,70,1.00E+16,20,1,0.717,4.388e-04,158.407,2.460e-04
0.18,1.00E+13,70,1.00E+16,30,0.05,0.471,1.168e-04,330.002,7.109e-05
0.18,1.00E+13,70,1.00E+16,30,1,0.178,6.086e-04,2223.53,2.620e-04
0.18,1.00E+13,70,1.00E+17,10,0.05,0.443,1.390e-04,366.635,8.280e-05
0.18,1.00E+13,70,1.00E+17,10,1,0.051,6.631e-04,2398.497,2.707e-04
0.18,1.00E+13,70,1.00E+17,15,0.05,0.441,1.345e-04,410.13,7.993e-05
0.18,1.00E+13,70,1.00E+17,15,1,0.009,6.689e-04,2846.105,2.685e-04
0.18,1.00E+13,70,1.00E+18,10,0.05,0.245,1.687e-04,1315.333,9.156e-05
0.18,1.00E+14,10,1.00E+14,10,0.05,0.773,6.947e-05,93.16,5.244e-05
0.18,1.00E+14,10,1.00E+14,10,1,0.939,3.675e-04,95.594,2.354e-04
0.18,1.00E+14,10,1.00E+14,15,0.05,0.769,6.968e-05,93.262,5.253e-05
0.18,1.00E+14,10,1.00E+14,15,1,0.929,3.703e-04,96.135,2.357e-04
0.18,1.00E+14,10,1.00E+14,20,0.05,0.764,6.970e-05,93.277,5.251e-05
0.18,1.00E+14,10,1.00E+14,20,1,0.923,3.719e-04,96.432,2.357e-04
0.18,1.00E+14,10,1.00E+14,30,0.05,0.746,7.071e-05,93.857,5.280e-05
0.18,1.00E+14,10,1.00E+14,30,1,0.893,3.805e-04,98.77,2.368e-04
0.18,1.00E+14,10,1.00E+14,40,0.05,0.701,7.205e-05,95.525,5.172e-05
0.18,1.00E+14,10,1.00E+14,40,1,0.839,3.966e-04,105.253,2.387e-04
0.18,1.00E+14,10,1.00E+15,10,0.05,0.751,7.858e-05,94.139,5.515e-05
0.18,1.00E+14,10,1.00E+15,10,1,0.899,3.862e-04,98.9,2.411e-04
0.18,1.00E+14,10,1.00E+15,15,0.05,0.746,7.849e-05,94.253,5.509e-05
0.18,1.00E+14,10,1.00E+15,15,1,0.889,3.885e-04,99.675,2.412e-04
0.18,1.00E+14,10,1.00E+15,20,0.05,0.736,7.897e-05,94.702,5.524e-05
0.18,1.00E+14,10,1.00E+15,20,1,0.875,3.924e-04,101.327,2.414e-04
0.18,1.00E+14,10,1.00E+15,30,0.05,0.675,8.309e-05,100.005,5.637e-05
0.18,1.00E+14,10,1.00E+15,30,1,0.787,4.179e-04,122.861,2.439e-04
0.18,1.00E+14,10,1.00E+15,40,0.05,0.521,8.365e-05,113.699,4.667e-05
0.18,1.00E+14,10,1.00E+15,40,1,0.662,4.598e-04,219.598,2.502e-04
0.18,1.00E+14,10,1.00E+16,10,0.05,0.719,8.646e-05,97.212,5.836e-05
0.18,1.00E+14,10,1.00E+16,10,1,0.843,4.065e-04,107.573,2.453e-04
0.18,1.00E+14,10,1.00E+16,15,0.05,0.702,8.686e-05,98.17,5.822e-05
0.18,1.00E+14,10,1.00E+16,15,1,0.819,4.126e-04,112.419,2.454e-04
0.18,1.00E+14,10,1.00E+16,20,0.05,0.679,8.901e-05,100.972,5.904e-05
0.18,1.00E+14,10,1.00E+16,20,1,0.784,4.232e-04,123.55,2.466e-04
0.18,1.00E+14,10,1.00E+16,30,0.05,0.496,1.152e-04,273.82,7.129e-05
0.18,1.00E+14,10,1.00E+16,30,1,0.28,5.801e-04,1665.794,2.613e-04
0.18,1.00E+14,10,1.00E+17,10,0.05,0.45,1.397e-04,354.147,8.410e-05
0.18,1.00E+14,10,1.00E+17,10,1,0.068,6.584e-04,2274.699,2.707e-04
0.18,1.00E+14,10,1.00E+17,15,0.05,0.209,1.782e-04,1401.422,9.565e-05
0.18,1.00E+14,10,1.00E+18,10,0.05,0.236,1.728e-04,1359.669,9.386e-05
0.18,1.00E+14,20,1.00E+14,10,0.05,0.721,7.180e-05,95.436,5.338e-05
0.18,1.00E+14,20,1.00E+14,10,1,0.862,3.883e-04,102.242,2.371e-04
0.18,1.00E+14,20,1.00E+14,15,0.05,0.721,7.177e-05,95.503,5.339e-05
0.18,1.00E+14,20,1.00E+14,15,1,0.861,3.887e-04,102.698,2.372e-04
0.18,1.00E+14,20,1.00E+14,20,0.05,0.72,7.179e-05,95.601,5.340e-05
0.18,1.00E+14,20,1.00E+14,20,1,0.858,3.896e-04,102.947,2.374e-04
0.18,1.00E+14,20,1.00E+14,30,0.05,0.713,7.170e-05,95.905,5.332e-05
0.18,1.00E+14,20,1.00E+14,30,1,0.846,3.927e-04,104.556,2.374e-04
0.18,1.00E+14,20,1.00E+14,40,0.05,0.692,7.198e-05,96.897,5.207e-05
0.18,1.00E+14,20,1.00E+14,40,1,0.823,4.001e-04,108.713,2.386e-04
0.18,1.00E+14,20,1.00E+15,10,0.05,0.72,8.032e-05,96,5.589e-05
0.18,1.00E+14,20,1.00E+15,10,1,0.852,3.992e-04,104.737,2.423e-04
0.18,1.00E+14,20,1.00E+15,15,0.05,0.719,7.986e-05,96.019,5.574e-05
0.18,1.00E+14,20,1.00E+15,15,1,0.851,3.991e-04,104.856,2.420e-04
0.18,1.00E+14,20,1.00E+15,20,0.05,0.714,7.992e-05,96.283,5.575e-05
0.18,1.00E+14,20,1.00E+15,20,1,0.844,4.006e-04,105.795,2.420e-04
0.18,1.00E+14,20,1.00E+15,30,0.05,0.669,8.313e-05,100.896,5.664e-05
0.18,1.00E+14,20,1.00E+15,30,1,0.777,4.204e-04,126.312,2.440e-04
0.18,1.00E+14,20,1.00E+15,40,0.05,0.517,8.315e-05,113.792,4.640e-05
0.18,1.00E+14,20,1.00E+15,40,1,0.659,4.603e-04,218.005,2.501e-04
0.18,1.00E+14,20,1.00E+16,10,0.05,0.714,8.489e-05,96.723,5.737e-05
0.18,1.00E+14,20,1.00E+16,10,1,0.84,4.055e-04,107.208,2.442e-04
0.18,1.00E+14,20,1.00E+16,15,0.05,0.694,8.679e-05,98.602,5.809e-05
0.18,1.00E+14,20,1.00E+16,15,1,0.809,4.148e-04,114.571,2.453e-04
0.18,1.00E+14,20,1.00E+16,20,0.05,0.677,8.815e-05,100.606,5.855e-05
0.18,1.00E+14,20,1.00E+16,20,1,0.783,4.222e-04,123.234,2.459e-04
0.18,1.00E+14,20,1.00E+16,30,0.05,0.497,1.147e-04,270.006,7.104e-05
0.18,1.00E+14,20,1.00E+16,30,1,0.287,5.773e-04,1625.127,2.609e-04
0.18,1.00E+14,20,1.00E+17,10,0.05,0.45,1.396e-04,354.72,8.402e-05
0.18,1.00E+14,20,1.00E+17,10,1,0.067,6.583e-04,2281.75,2.706e-04
0.18,1.00E+14,20,1.00E+17,15,0.05,0.218,1.763e-04,1369.3,9.510e-05
0.18,1.00E+14,20,1.00E+18,10,0.05,0.249,1.701e-04,1311.182,9.305e-05
0.18,1.00E+14,30,1.00E+14,10,0.05,0.685,7.264e-05,98.073,5.364e-05
0.18,1.00E+14,30,1.00E+14,10,1,0.81,4.024e-04,111.709,2.381e-04
0.18,1.00E+14,30,1.00E+14,15,0.05,0.685,7.204e-05,97.992,5.348e-05
0.18,1.00E+14,30,1.00E+14,15,1,0.809,4.017e-04,111.736,2.375e-04
0.18,1.00E+14,30,1.00E+14,20,0.05,0.685,7.195e-05,98.065,5.347e-05
0.18,1.00E+14,30,1.00E+14,20,1,0.808,4.019e-04,111.999,2.376e-04
0.18,1.00E+14,30,1.00E+14,30,0.05,0.683,7.187e-05,98.394,5.345e-05
0.18,1.00E+14,30,1.00E+14,30,1,0.804,4.033e-04,113.477,2.377e-04
0.18,1.00E+14,30,1.00E+14,40,0.05,0.665,7.180e-05,99.539,5.198e-05
0.18,1.00E+14,30,1.00E+14,40,1,0.787,4.089e-04,118.467,2.388e-04
0.18,1.00E+14,30,1.00E+15,10,0.05,0.69,7.974e-05,97.962,5.565e-05
0.18,1.00E+14,30,1.00E+15,10,1,0.815,4.077e-04,111.695,2.419e-04
0.18,1.00E+14,30,1.00E+15,15,0.05,0.687,8.125e-05,98.711,5.616e-05
0.18,1.00E+14,30,1.00E+15,15,1,0.806,4.118e-04,114.829,2.431e-04
0.18,1.00E+14,30,1.00E+15,20,0.05,0.687,8.053e-05,98.512,5.593e-05
0.18,1.00E+14,30,1.00E+15,20,1,0.807,4.107e-04,114.203,2.425e-04
0.18,1.00E+14,30,1.00E+15,30,0.05,0.66,8.260e-05,102.405,5.654e-05
0.18,1.00E+14,30,1.00E+15,30,1,0.764,4.233e-04,131.315,2.439e-04
0.18,1.00E+14,30,1.00E+15,40,0.05,0.503,8.282e-05,117.125,4.606e-05
0.18,1.00E+14,30,1.00E+15,40,1,0.64,4.653e-04,242.183,2.502e-04
0.18,1.00E+14,30,1.00E+16,10,0.05,0.684,8.772e-05,99.972,5.848e-05
0.18,1.00E+14,30,1.00E+16,10,1,0.796,4.194e-04,118.791,2.461e-04
0.18,1.00E+14,30,1.00E+16,15,0.05,0.67,8.907e-05,102.378,5.906e-05
0.18,1.00E+14,30,1.00E+16,15,1,0.773,4.264e-04,127.569,2.469e-04
0.18,1.00E+14,30,1.00E+16,20,0.05,0.656,9.022e-05,105.041,5.951e-05
0.18,1.00E+14,30,1.00E+16,20,1,0.75,4.330e-04,138.421,2.475e-04
0.18,1.00E+14,30,1.00E+16,30,0.05,0.499,1.138e-04,266.88,7.051e-05
0.18,1.00E+14,30,1.00E+16,30,1,0.297,5.737e-04,1594.336,2.604e-04
0.18,1.00E+14,30,1.00E+17,10,0.05,0.52,1.218e-04,214.623,7.545e-05
0.18,1.00E+14,30,1.00E+17,10,1,0.37,5.618e-04,1047.846,2.638e-04
0.18,1.00E+14,30,1.00E+17,15,0.05,0.438,1.371e-04,434.026,8.200e-05
0.18,1.00E+14,30,1.00E+18,10,0.05,0.218,1.747e-04,1459.119,9.405e-05
0.18,1.00E+14,50,1.00E+14,10,0.05,0.627,7.337e-05,107.727,5.497e-05
0.18,1.00E+14,50,1.00E+14,10,1,0.712,4.261e-04,154.572,2.383e-04
0.18,1.00E+14,50,1.00E+14,15,0.05,0.627,7.290e-05,107.734,5.487e-05
0.18,1.00E+14,50,1.00E+14,15,1,0.711,4.257e-04,154.608,2.380e-04
0.18,1.00E+14,50,1.00E+14,20,0.05,0.626,7.250e-05,107.764,5.477e-05
0.18,1.00E+14,50,1.00E+14,20,1,0.711,4.254e-04,154.755,2.377e-04
0.18,1.00E+14,50,1.00E+14,30,0.05,0.626,7.203e-05,107.977,5.465e-05
0.18,1.00E+14,50,1.00E+14,30,1,0.71,4.253e-04,155.93,2.376e-04
0.18,1.00E+14,50,1.00E+14,40,0.05,0.614,7.154e-05,108.89,5.273e-05
